Episode,RL_Team,Random_Agent,Greedy_Agent,Q_States
1239,70,36,52,7443
1240,112,41,59,7443
1241,100,4,78,7443
1242,69,-12,56,7443
1243,97,20,55,7446
1244,68,66,44,7447
1245,43,22,60,7452
1246,70,36,60,7454
1247,41,62,67,7457
1248,48,20,77,7458
1249,24,45,62,7467
1250,1,36,51,7478
1251,30,-17,37,7483
1252,50,59,60,7491
1253,65,22,50,7492
1254,84,44,52,7492
1255,33,19,36,7498
1256,28,35,74,7498
1257,59,45,45,7498
1258,61,23,55,7504
1259,99,27,85,7505
1260,100,26,76,7507
1261,66,-21,57,7508
1262,90,32,39,7508
1263,48,5,76,7511
1264,79,75,41,7512
1265,79,48,52,7512
1266,65,34,85,7515
1267,56,-3,43,7519
1268,64,17,45,7521
1269,44,42,69,7522
1270,101,16,39,7523
1271,101,42,63,7525
1272,29,54,59,7525
1273,48,7,69,7525
1274,105,44,42,7526
1275,70,12,31,7527
1276,51,43,71,7530
1277,37,17,63,7537
1278,61,23,66,7538
1279,91,39,21,7538
1280,104,73,51,7538
1281,56,51,53,7538
1282,85,30,49,7539
1283,35,35,53,7544
1284,76,55,49,7544
1285,40,26,50,7548
1286,27,39,71,7551
1287,104,55,55,7551
1288,35,34,53,7552
1289,84,45,69,7552
1290,37,10,69,7557
1291,79,75,63,7557
1292,80,30,47,7558
1293,40,26,56,7562
1294,87,50,39,7562
1295,40,53,65,7570
1296,50,59,63,7573
1297,31,28,57,7577
1298,110,43,86,7577
1299,62,64,44,7578
1300,50,51,50,7579
1301,101,19,50,7579
1302,60,31,48,7579
1303,110,77,49,7579
1304,17,62,45,7582
1305,7,23,88,7594
1306,81,53,59,7596
1307,116,3,59,7596
1308,46,27,55,7598
1309,17,18,84,7607
1310,100,23,41,7607
1311,31,28,62,7607
1312,58,11,68,7611
1313,79,66,65,7611
1314,72,-3,45,7611
1315,73,31,42,7613
1316,83,37,64,7615
1317,78,32,58,7618
1318,44,18,71,7618
1319,71,-2,48,7621
1320,95,51,54,7623
1321,95,44,53,7623
1322,84,20,51,7625
1323,10,27,37,7638
1324,86,27,56,7639
1325,81,51,58,7639
1326,49,38,54,7639
1327,79,29,74,7640
1328,51,34,81,7643
1329,64,49,54,7643
1330,91,82,35,7643
1331,73,31,36,7645
1332,79,3,35,7647
1333,78,30,46,7649
1334,66,26,28,7653
1335,32,32,50,7656
1336,8,17,60,7656
1337,51,6,53,7659
1338,37,-14,45,7662
1339,38,10,54,7671
1340,30,30,55,7679
1341,89,39,48,7679
1342,27,15,61,7683
1343,111,16,45,7684
1344,48,11,59,7687
1345,35,21,39,7691
1346,77,24,50,7691
1347,88,33,71,7697
1348,99,14,54,7699
1349,-12,57,64,7702
1350,48,58,69,7705
1351,52,24,33,7709
1352,-17,27,57,7718
1353,27,0,42,7724
1354,42,17,36,7725
1355,85,21,51,7727
1356,61,12,54,7728
1357,74,36,71,7730
1358,96,8,53,7730
1359,83,26,58,7730
1360,65,33,76,7741
1361,91,26,40,7741
1362,64,43,85,7741
1363,108,25,49,7742
1364,36,17,70,7747
1365,48,63,63,7749
1366,85,-9,45,7750
1367,68,39,88,7750
1368,40,11,63,7757
1369,23,50,50,7768
1370,58,13,63,7768
1371,32,51,79,7774
1372,67,17,73,7776
1373,77,41,61,7779
1374,65,24,54,7779
1375,40,1,51,7785
1376,70,30,51,7787
1377,109,71,66,7787
1378,62,44,72,7787
1379,9,13,52,7796
1380,78,38,23,7797
1381,78,45,38,7798
1382,37,41,55,7799
1383,27,27,91,7805
1384,62,35,45,7807
1385,65,66,53,7811
1386,66,40,74,7812
1387,34,43,53,7815
1388,64,49,83,7817
1389,51,-2,66,7821
1390,62,21,82,7824
1391,50,13,71,7825
1392,53,8,61,7825
1393,56,25,62,7825
1394,91,-5,55,7825
1395,101,26,65,7825
1396,77,33,62,7825
1397,89,61,52,7831
1398,85,51,63,7831
1399,28,7,54,7833
1400,9,56,31,7846
1401,83,13,59,7846
1402,85,74,43,7848
1403,63,50,56,7855
1404,47,30,70,7862
1405,116,34,58,7862
1406,53,47,42,7864
1407,47,8,77,7865
1408,58,19,69,7865
1409,26,51,67,7872
1410,89,-8,57,7872
1411,50,32,47,7876
1412,69,9,54,7878
1413,52,-11,65,7880
1414,108,43,52,7883
1415,52,53,62,7885
1416,65,14,70,7886
1417,-5,3,55,7886
1418,53,61,62,7890
1419,74,35,61,7891
1420,70,32,53,7891
1421,60,16,45,7894
1422,61,17,41,7894
1423,58,31,46,7898
1424,59,3,54,7898
1425,22,47,65,7898
1426,93,70,37,7900
1427,57,50,42,7901
1428,32,19,65,7906
1429,69,50,55,7906
1430,26,28,22,7910
1431,48,36,52,7912
1432,99,40,31,7913
1433,94,69,37,7913
1434,58,-21,54,7915
1435,84,8,70,7916
1436,104,57,65,7917
1437,60,12,52,7917
1438,21,53,69,7922
1439,74,48,46,7922
1440,73,14,92,7922
1441,34,48,40,7927
1442,70,-2,48,7927
1443,49,13,50,7929
1444,5,27,57,7940
1445,68,36,46,7940
1446,62,16,69,7940
1447,71,55,89,7940
1448,25,37,67,7946
1449,44,21,37,7947
1450,52,28,39,7947
1451,75,-27,26,7947
1452,75,19,62,7948
1453,87,69,66,7949
1454,103,53,52,7950
1455,20,9,55,7952
1456,63,39,41,7952
1457,48,4,59,7957
1458,116,74,51,7957
1459,56,29,50,7957
1460,45,30,72,7967
1461,49,55,30,7968
1462,68,64,45,7968
1463,32,39,71,7973
1464,80,39,86,7974
1465,38,24,56,7977
1466,62,65,77,7978
1467,44,31,47,7985
1468,88,21,61,7987
1469,92,46,12,7989
1470,86,8,52,7990
1471,37,45,31,7995
1472,83,44,41,7997
1473,62,56,62,7997
1474,61,26,83,7998
1475,68,37,65,8000
1476,60,36,63,8002
1477,59,55,89,8003
1478,61,34,51,8006
1479,74,-13,72,8006
1480,13,43,16,8009
1481,82,28,51,8009
1482,52,32,39,8015
1483,77,56,67,8015
1484,27,61,15,8018
1485,85,28,41,8019
1486,69,12,87,8020
1487,33,40,55,8020
1488,81,19,58,8023
1489,53,11,50,8026
1490,5,24,56,8032
1491,12,32,27,8038
1492,29,31,52,8041
1493,56,28,53,8041
1494,51,44,69,8041
1495,104,30,60,8041
1496,59,-4,89,8043
1497,41,40,70,8043
1498,100,24,41,8047
1499,77,-4,71,8049
1500,68,38,34,8049
1501,63,7,46,8051
1502,49,10,78,8057
1503,66,22,50,8057
1504,104,33,63,8057
1505,102,7,41,8059
1506,50,37,70,8061
1507,105,13,42,8061
1508,33,45,68,8061
1509,57,38,23,8062
1510,58,42,69,8062
1511,80,24,66,8062
1512,79,47,46,8066
1513,21,20,77,8067
1514,51,40,71,8071
1515,43,5,72,8074
1516,94,32,36,8076
1517,42,30,59,8084
1518,92,20,49,8084
1519,64,5,52,8084
1520,79,30,31,8085
1521,26,0,59,8086
1522,85,58,53,8086
1523,27,9,59,8091
1524,28,29,39,8095
1525,77,-2,62,8097
1526,90,-3,60,8098
1527,73,49,71,8099
1528,73,16,71,8099
1529,22,57,61,8102
1530,16,18,67,8114
1531,73,45,76,8115
1532,67,32,57,8115
1533,50,-4,67,8115
1534,93,47,56,8115
1535,97,53,61,8115
1536,63,11,45,8117
1537,74,55,69,8120
1538,86,51,76,8121
1539,44,54,60,8125
1540,75,41,62,8125
1541,71,-4,59,8126
1542,56,46,53,8130
1543,67,57,78,8131
1544,62,53,81,8133
1545,40,12,59,8135
1546,22,23,44,8142
1547,34,33,44,8142
1548,75,24,52,8142
1549,34,22,41,8145
1550,37,41,63,8149
1551,76,26,71,8149
1552,44,3,88,8150
1553,54,3,80,8151
1554,105,31,53,8151
1555,114,20,49,8151
1556,15,48,53,8154
1557,77,11,61,8154
1558,106,24,33,8155
1559,77,-1,82,8157
1560,3,33,64,8159
1561,113,59,75,8159
1562,56,20,49,8161
1563,76,19,45,8161
1564,19,33,48,8164
1565,97,50,46,8166
1566,32,43,80,8169
1567,36,45,66,8170
1568,98,8,62,8170
1569,46,39,38,8173
1570,53,8,41,8176
1571,0,-2,76,8182
1572,77,12,58,8183
1573,38,39,56,8186
1574,36,42,47,8194
1575,89,6,70,8195
1576,75,30,26,8195
1577,35,10,47,8196
1578,111,64,49,8196
1579,83,24,45,8197
1580,14,37,33,8198
1581,81,19,76,8198
1582,27,56,65,8206
1583,94,49,73,8206
1584,60,39,73,8206
1585,-4,56,63,8206
1586,61,43,61,8207
1587,81,33,53,8207
1588,105,46,36,8207
1589,83,28,78,8207
1590,17,55,45,8210
1591,51,39,59,8210
1592,32,-9,26,8211
1593,64,46,45,8212
1594,30,43,46,8215
1595,62,33,72,8216
1596,99,51,62,8216
1597,107,22,46,8217
1598,14,38,73,8217
1599,44,24,36,8226
1600,56,9,48,8229
1601,89,28,52,8234
1602,61,-10,24,8235
1603,81,23,69,8235
1604,58,21,66,8236
1605,74,-4,88,8236
1606,83,0,48,8237
1607,88,-4,66,8237
1608,83,6,56,8237
1609,86,14,57,8237
1610,67,44,91,8238
1611,90,15,61,8238
1612,31,21,62,8238
1613,88,26,49,8238
1614,59,33,56,8238
1615,51,25,84,8242
1616,75,50,50,8244
1617,89,60,49,8244
1618,22,44,57,8248
1619,24,38,36,8250
1620,44,26,62,8251
1621,61,16,61,8251
1622,49,23,52,8254
1623,42,17,76,8256
1624,83,44,47,8256
1625,69,61,53,8258
1626,68,47,80,8260
1627,62,17,43,8260
1628,82,34,53,8260
1629,69,19,54,8260
1630,54,-5,51,8262
1631,16,23,56,8262
1632,41,2,35,8263
1633,116,14,53,8264
1634,69,67,62,8266
1635,99,-7,63,8266
1636,52,37,32,8269
1637,54,34,59,8274
1638,87,25,43,8276
1639,59,40,49,8276
1640,92,53,50,8278
1641,25,39,3,8293
1642,72,53,62,8294
1643,99,11,58,8295
1644,7,10,78,8295
1645,69,24,62,8297
1646,68,50,59,8300
1647,19,-1,71,8301
1648,70,52,49,8301
1649,85,9,48,8302
1650,66,3,35,8302
1651,19,40,65,8304
1652,20,10,20,8309
1653,63,17,80,8310
1654,82,47,48,8310
1655,48,46,49,8311
1656,52,8,63,8317
1657,88,39,53,8317
1658,22,46,54,8317
1659,39,44,61,8321
1660,71,27,49,8321
1661,66,19,71,8322
1662,40,15,50,8324
1663,96,42,59,8325
1664,68,31,63,8327
1665,71,37,75,8327
1666,117,43,44,8327
1667,61,36,71,8328
1668,82,62,87,8329
1669,118,33,65,8329
1670,57,41,49,8330
1671,22,40,46,8332
1672,41,22,84,8338
1673,10,29,15,8344
1674,31,27,82,8348
1675,69,-2,32,8348
1676,75,25,65,8348
1677,28,-2,47,8351
1678,41,45,65,8358
1679,97,27,59,8358
1680,47,12,65,8365
1681,68,52,82,8367
1682,52,15,67,8367
1683,46,36,95,8369
1684,10,12,53,8374
1685,79,5,43,8374
1686,62,50,78,8374
1687,84,61,33,8375
1688,63,0,54,8376
1689,98,-5,47,8376
1690,24,27,66,8379
1691,71,24,55,8379
1692,59,25,65,8380
1693,7,18,52,8384
1694,93,25,80,8385
1695,72,-1,54,8385
1696,80,62,52,8388
1697,95,33,35,8389
1698,66,35,39,8391
1699,11,16,70,8403
1700,68,34,45,8404
1701,50,35,58,8404
1702,85,66,71,8404
1703,7,2,74,8405
1704,32,56,50,8406
1705,50,33,66,8408
1706,70,26,50,8408
1707,55,37,92,8410
1708,44,47,58,8411
1709,23,20,57,8420
1710,76,20,55,8422
1711,34,6,61,8425
1712,18,18,65,8425
1713,104,8,51,8425
1714,32,7,52,8427
1715,50,42,71,8428
1716,90,41,56,8429
1717,66,6,59,8430
1718,2,9,41,8437
1719,57,-3,32,8437
1720,57,29,32,8440
1721,58,24,43,8444
1722,76,48,36,8444
1723,52,-11,65,8446
1724,75,-1,45,8448
1725,63,-9,37,8449
1726,105,15,60,8449
1727,58,39,62,8451
1728,88,-9,35,8452
1729,27,-8,49,8455
1730,69,52,37,8457
1731,76,23,66,8457
1732,86,49,49,8458
1733,77,23,54,8459
1734,60,49,53,8461
1735,66,44,75,8462
1736,42,27,77,8462
1737,55,38,53,8463
1738,105,52,53,8463
1739,93,36,36,8465
1740,93,23,54,8466
1741,90,8,47,8466
1742,3,38,44,8475
1743,30,19,29,8475
1744,72,6,50,8477
1745,56,28,62,8478
1746,78,45,55,8478
1747,63,-3,60,8480
1748,27,-9,51,8482
1749,23,26,51,8484
1750,114,25,35,8484
1751,58,-6,28,8485
1752,92,41,32,8486
1753,31,62,70,8487
1754,48,32,45,8489
1755,40,40,81,8491
1756,56,23,47,8491
1757,37,42,67,8492
1758,43,22,71,8495
1759,70,47,71,8496
1760,43,27,70,8496
1761,46,44,21,8501
1762,58,8,61,8502
1763,70,33,69,8502
1764,66,47,51,8503
1765,53,-6,47,8504
1766,31,52,98,8510
1767,90,15,51,8511
1768,59,19,48,8511
1769,44,34,70,8511
1770,108,-27,52,8511
1771,91,15,56,8514
1772,58,9,27,8514
1773,38,27,53,8515
1774,73,68,56,8517
1775,50,41,53,8519
1776,44,28,53,8520
1777,38,12,48,8520
1778,58,46,69,8522
1779,50,16,19,8523
1780,63,9,20,8523
1781,118,11,61,8523
1782,53,59,66,8523
1783,60,46,23,8524
1784,34,14,71,8526
1785,58,2,72,8526
1786,58,11,51,8526
1787,55,10,66,8530
1788,79,43,38,8530
1789,80,14,65,8533
1790,73,35,43,8533
1791,71,7,73,8535
1792,98,14,46,8535
1793,6,41,64,8537
1794,90,46,88,8537
1795,68,45,49,8541
1796,38,27,91,8544
1797,72,21,18,8544
1798,45,2,57,8546
1799,39,26,51,8547
1800,79,45,46,8547
1801,36,3,45,8552
1802,44,2,70,8552
1803,92,41,60,8553
1804,115,57,56,8553
1805,47,19,47,8555
1806,87,38,55,8556
1807,7,30,84,8560
1808,89,17,69,8560
1809,114,51,47,8560
1810,37,3,53,8564
1811,47,29,42,8566
1812,83,33,53,8568
1813,8,28,62,8570
1814,104,63,55,8570
1815,20,-19,92,8572
1816,48,45,64,8572
1817,107,18,68,8572
1818,63,-17,67,8572
1819,53,1,63,8572
1820,73,43,35,8573
1821,49,22,64,8575
1822,95,-7,63,8576
1823,-5,45,36,8582
1824,74,41,85,8587
1825,51,15,63,8591
1826,90,9,41,8592
1827,75,27,44,8592
1828,62,35,50,8594
1829,52,6,47,8594
1830,37,46,59,8596
1831,71,29,72,8596
1832,16,82,55,8599
1833,45,9,54,8600
1834,100,37,56,8600
1835,43,23,28,8605
1836,28,53,64,8608
1837,82,34,56,8608
1838,36,19,90,8613
1839,74,47,48,8614
1840,62,21,58,8614
1841,100,-6,45,8614
1842,64,7,46,8614
1843,33,31,64,8627
1844,62,30,42,8628
1845,10,19,48,8629
1846,47,50,61,8630
1847,57,27,32,8632
1848,39,21,17,8634
1849,86,31,71,8635
1850,54,31,45,8636
1851,50,23,46,8639
1852,9,24,56,8649
1853,26,47,58,8650
1854,87,26,65,8651
1855,65,19,59,8653
1856,32,40,42,8654
1857,83,18,65,8655
1858,81,30,51,8656
1859,27,4,62,8659
1860,76,-9,46,8659
1861,80,-2,68,8659
1862,47,32,47,8660
1863,85,18,48,8660
1864,85,25,49,8660
1865,68,43,47,8661
1866,77,44,53,8664
1867,91,37,60,8664
1868,48,15,84,8667
1869,39,61,51,8669
1870,20,37,44,8672
1871,97,9,50,8672
1872,96,22,70,8674
1873,19,38,64,8679
1874,63,55,55,8681
1875,66,8,40,8681
1876,55,56,30,8683
1877,34,25,59,8683
1878,58,57,57,8686
1879,84,31,82,8686
1880,67,19,55,8688
1881,62,34,66,8690
1882,77,40,54,8691
1883,17,23,37,8692
1884,100,45,63,8692
1885,96,8,61,8692
1886,84,36,56,8694
1887,52,3,63,8697
1888,77,7,40,8699
1889,58,14,60,8699
1890,90,18,93,8701
1891,31,30,42,8706
1892,-1,39,65,8710
1893,110,32,54,8710
1894,62,41,60,8716
1895,28,36,47,8720
1896,50,43,72,8720
1897,68,46,59,8720
1898,99,61,51,8720
1899,18,22,60,8723
1900,64,35,60,8730
1901,-15,-4,53,8735
1902,71,61,33,8736
1903,101,31,49,8736
1904,95,14,48,8737
1905,76,34,52,8737
1906,33,12,47,8746
1907,71,30,56,8747
1908,91,29,63,8747
1909,34,40,52,8750
1910,42,23,61,8756
1911,53,38,96,8756
1912,52,53,90,8756
1913,8,3,41,8756
1914,92,20,25,8756
1915,55,12,51,8756
1916,37,16,43,8758
1917,9,27,54,8761
1918,21,29,53,8766
1919,70,41,80,8766
1920,69,19,79,8766
1921,63,21,34,8769
1922,53,27,78,8770
1923,68,44,51,8771
1924,84,33,47,8771
1925,80,23,64,8772
1926,82,14,60,8772
1927,79,10,47,8782
1928,29,5,57,8788
1929,33,12,62,8791
1930,62,0,61,8792
1931,88,26,82,8792
1932,80,49,47,8792
1933,69,28,59,8793
1934,10,54,33,8801
1935,38,66,63,8801
1936,57,25,56,8801
1937,52,62,67,8802
1938,46,41,35,8803
1939,117,33,59,8803
1940,29,-2,51,8808
1941,31,24,29,8819
1942,78,36,56,8820
1943,63,57,54,8820
1944,46,57,62,8821
1945,83,31,63,8821
1946,58,57,54,8821
1947,107,25,76,8821
1948,69,18,67,8822
1949,41,18,51,8826
1950,75,14,47,8827
1951,97,26,75,8827
1952,45,26,57,8827
1953,76,-23,46,8827
1954,56,36,54,8829
1955,104,-6,57,8831
1956,47,34,68,8833
1957,57,19,22,8837
1958,65,23,44,8837
1959,1,11,58,8844
1960,58,43,34,8844
1961,87,62,50,8844
1962,68,8,46,8844
1963,92,39,57,8844
1964,35,20,71,8850
1965,72,1,68,8850
1966,52,30,59,8850
1967,73,52,51,8851
1968,30,24,67,8858
1969,27,11,37,8862
1970,46,-2,65,8862
1971,75,38,34,8862
1972,78,40,66,8867
1973,50,66,22,8870
1974,111,44,59,8870
1975,27,0,43,8876
1976,64,15,49,8876
1977,86,26,49,8876
1978,37,1,41,8879
1979,81,24,68,8879
1980,80,31,68,8879
1981,110,53,63,8879
1982,74,20,34,8881
1983,81,35,50,8882
1984,27,46,29,8882
1985,89,47,69,8882
1986,60,25,96,8887
1987,-16,18,28,8899
1988,6,30,20,8900
1989,77,0,59,8900
1990,64,81,64,8901
1991,16,13,65,8909
1992,73,31,52,8912
1993,78,6,66,8912
1994,52,47,58,8914
1995,73,49,47,8914
1996,71,0,21,8915
1997,107,42,63,8915
1998,40,71,58,8920
1999,82,22,57,8920
2000,36,26,51,8920
